CustomerID,Recency,Frequency,Monetary,Churn,Tenure,AvgOrderValue,FrequencyRate,RevenuePerDay
13422.0,63,1,2626.3,0,0,20.67952755905512,1.0,2626.3
13425.0,107,3,1624.21,1,186,20.823205128205128,0.016042780748663103,8.685614973262032
13426.0,0,10,3641.32,0,358,23.193121019108283,0.027855153203342618,10.142952646239555
13427.0,18,3,582.6,0,195,20.089655172413792,0.015306122448979591,2.972448979591837
13428.0,9,1,218.47,0,0,2.952297297297297,1.0,218.47
13429.0,10,4,1006.8,0,64,15.02686567164179,0.06153846153846154,15.489230769230769
13430.0,18,2,679.4499999999999,0,67,13.866326530612243,0.029411764705882353,9.99191176470588
13431.0,66,2,1269.1,0,21,27.589130434782607,0.09090909090909091,57.68636363636363
13434.0,73,2,534.24,0,22,53.424,0.08695652173913043,23.227826086956522
13435.0,4,7,3809.89,0,183,37.72168316831683,0.03804347826086957,20.705923913043478
13436.0,1,1,196.89,0,0,16.4075,1.0,196.89
13437.0,13,7,3408.06,0,175,20.40754491017964,0.03977272727272727,19.363977272727272
13439.0,254,1,283.71,1,0,5.253888888888889,1.0,283.71
13441.0,91,1,296.64,1,0,22.818461538461538,1.0,296.64
13447.0,22,3,1129.14,0,12,19.137966101694918,0.23076923076923078,86.85692307692308
13448.0,16,6,3539.3700000000003,0,357,18.150615384615385,0.01675977653631285,9.88650837988827
13449.0,23,1,291.88,0,0,15.362105263157895,1.0,291.88
13450.0,26,6,2043.72,0,191,28.784788732394368,0.03125,10.644375
13451.0,25,5,2976.15,0,308,6.718171557562077,0.016181229773462782,9.631553398058253
13452.0,258,2,590.0,1,11,295.0,0.16666666666666666,49.166666666666664
13453.0,165,2,356.97999999999996,1,123,20.998823529411762,0.016129032258064516,2.878870967741935
13455.0,24,2,1058.34,0,341,23.007391304347824,0.005847953216374269,3.094561403508772
13456.0,17,6,1766.72,0,189,28.043174603174602,0.031578947368421054,9.298526315789474
13458.0,6,14,9646.57,0,352,25.252801047120418,0.039660056657223795,27.32739376770538
13460.0,28,2,183.44,0,20,10.790588235294118,0.09523809523809523,8.735238095238095
13461.0,38,3,1445.0,0,124,53.51851851851852,0.024,11.56
13462.0,252,1,151.5,1,0,16.833333333333332,1.0,151.5
13464.0,57,1,674.68,0,0,16.45560975609756,1.0,674.68
13466.0,183,1,307.90000000000003,1,0,18.111764705882354,1.0,307.90000000000003
13467.0,10,2,1083.71,0,25,10.946565656565657,0.07692307692307693,41.68115384615385
13468.0,1,37,5704.97,0,371,18.89062913907285,0.09946236559139784,15.335940860215054
13470.0,98,2,165.0,1,15,16.5,0.125,10.3125
13471.0,0,4,2531.58,0,46,9.736846153846153,0.0851063829787234,53.863404255319146
13473.0,60,2,422.64,0,272,20.125714285714285,0.007326007326007326,1.548131868131868
13474.0,235,1,229.59,1,0,3.58734375,1.0,229.59
13475.0,190,4,1431.78,1,107,16.648604651162792,0.037037037037037035,13.257222222222222
13476.0,178,2,1238.47,1,102,21.352931034482758,0.019417475728155338,12.023980582524272
13477.0,37,6,1454.58,0,253,18.41240506329114,0.023622047244094488,5.726692913385826
13479.0,200,2,300.95,1,33,20.063333333333333,0.058823529411764705,8.851470588235294
13481.0,45,5,1804.56,0,211,16.55559633027523,0.02358490566037736,8.512075471698113
13482.0,231,1,184.64,1,0,16.785454545454545,1.0,184.64
13483.0,65,1,140.34,0,0,14.034,1.0,140.34
13484.0,240,1,313.8,1,0,39.225,1.0,313.8
13485.0,232,1,454.24,1,0,19.749565217391304,1.0,454.24
13486.0,77,3,1122.41,0,76,16.2668115942029,0.03896103896103896,14.576753246753247
13487.0,57,3,575.4,0,295,16.923529411764704,0.010135135135135136,1.9439189189189188
13488.0,16,13,8968.31,0,350,21.25191943127962,0.037037037037037035,25.55074074074074
13489.0,104,4,449.52,1,189,32.10857142857143,0.021052631578947368,2.365894736842105
13491.0,51,10,1215.82,0,320,14.137441860465115,0.03115264797507788,3.7876012461059188
13492.0,135,3,1269.84,1,78,25.3968,0.0379746835443038,16.07392405063291
13493.0,274,2,618.63,1,11,77.32875,0.16666666666666666,51.5525
13494.0,311,1,316.26000000000005,1,0,17.570000000000004,1.0,316.26000000000005
13495.0,7,5,2044.87,0,360,42.60145833333333,0.013850415512465374,5.664459833795013
13496.0,10,2,653.33,0,349,18.66657142857143,0.005714285714285714,1.866657142857143
13497.0,282,2,348.05,1,85,18.318421052631578,0.023255813953488372,4.047093023255814
13499.0,17,5,1159.11,0,252,27.597857142857144,0.019762845849802372,4.581462450592885
13500.0,22,3,1166.77,0,99,17.950307692307693,0.03,11.6677
13501.0,287,1,1340.32,1,0,25.775384615384613,1.0,1340.32
13502.0,16,3,292.0,0,307,16.22222222222222,0.00974025974025974,0.948051948051948
13503.0,70,1,216.85,0,0,12.755882352941176,1.0,216.85
13504.0,63,1,295.93,0,0,13.451363636363636,1.0,295.93
13505.0,72,4,4393.63,0,159,20.435488372093022,0.025,27.4601875
13506.0,315,2,458.52,1,53,17.635384615384616,0.037037037037037035,8.491111111111111
13507.0,2,4,2479.16,0,142,15.303456790123455,0.027972027972027972,17.336783216783214
13508.0,243,1,110.97,1,0,9.2475,1.0,110.97
13509.0,8,7,979.72,0,275,22.266363636363636,0.025362318840579712,3.5497101449275363
13510.0,0,4,1791.56,0,182,15.578782608695652,0.02185792349726776,9.789945355191257
13512.0,260,1,251.21,1,0,16.747333333333334,1.0,251.21
13513.0,126,1,205.1,1,0,20.509999999999998,1.0,205.1
13514.0,73,1,152.20000000000002,0,0,38.050000000000004,1.0,152.20000000000002
13515.0,72,4,891.12,0,175,15.103728813559322,0.022727272727272728,5.0631818181818184
13516.0,20,3,1389.41,0,217,31.5775,0.013761467889908258,6.373440366972478
13517.0,59,3,2128.42,0,120,15.09517730496454,0.024793388429752067,17.5902479338843
13518.0,85,1,659.4399999999999,0,0,17.353684210526314,1.0,659.4399999999999
13519.0,77,1,122.75,0,0,15.34375,1.0,122.75
13520.0,58,6,3624.35,0,312,38.97150537634408,0.019169329073482427,11.579392971246007
13521.0,0,3,1093.65,0,8,2.508371559633028,0.3333333333333333,121.51666666666668
13522.0,29,1,125.8,0,0,25.160000000000004,1.0,125.8
13523.0,32,5,3964.88,0,333,23.051627906976744,0.014970059880239521,11.870898203592814
13524.0,40,5,680.1800000000001,0,179,25.191851851851855,0.027777777777777776,3.778777777777778
13525.0,14,2,628.78,0,233,104.79666666666667,0.008547008547008548,2.687094017094017
13527.0,33,7,2287.51,0,293,10.257892376681616,0.023809523809523808,7.780646258503402
13529.0,78,2,307.76,0,125,20.517333333333333,0.015873015873015872,2.4425396825396826
13531.0,204,2,483.8,1,161,21.990909090909092,0.012345679012345678,2.9864197530864196
13532.0,33,1,210.31,0,0,3.1865151515151515,1.0,210.31
13533.0,182,3,270.79,1,84,3.563026315789474,0.03529411764705882,3.1857647058823533
13534.0,1,25,5870.08,0,355,19.83135135135135,0.0702247191011236,16.488988764044944
13536.0,0,7,3448.29,0,74,19.264189944134078,0.09333333333333334,45.977199999999996
13538.0,42,7,1280.85,0,272,51.233999999999995,0.02564102564102564,4.691758241758241
13539.0,85,3,631.34,0,223,17.063243243243242,0.013392857142857142,2.818482142857143
13544.0,39,2,291.41,0,200,3.349540229885058,0.009950248756218905,1.4498009950248758
13546.0,11,3,626.99,0,188,6.397857142857143,0.015873015873015872,3.3174074074074076
13548.0,95,2,682.41,1,147,5.503306451612903,0.013513513513513514,4.610878378378378
13549.0,25,7,918.2,0,216,18.00392156862745,0.03225806451612903,4.231336405529954
13551.0,318,1,91.8,1,0,22.950000000000003,1.0,91.8
13552.0,65,12,3740.07,0,249,34.31256880733945,0.048,14.960280000000001
13555.0,73,4,4149.28,0,128,30.50941176470588,0.031007751937984496,32.16496124031008
13557.0,27,2,584.0600000000001,0,252,17.17823529411765,0.007905138339920948,2.3085375494071148
13558.0,5,4,605.06,0,62,3.457485714285714,0.06349206349206349,9.604126984126983
13560.0,6,1,174.37,0,0,5.283939393939394,1.0,174.37
13561.0,215,1,141.86,1,0,10.132857142857143,1.0,141.86
13562.0,81,3,1799.33,0,163,21.943048780487803,0.018292682926829267,10.971524390243902
13563.0,83,2,777.53,0,55,15.867959183673468,0.03571428571428571,13.884464285714285
13564.0,143,3,1749.02,1,223,21.07253012048193,0.013392857142857142,7.8081249999999995
13565.0,18,2,240.22,0,315,6.321578947368421,0.006329113924050633,0.7601898734177215
13566.0,40,2,874.71,0,41,4.969943181818182,0.047619047619047616,20.826428571428572
13568.0,172,1,192.85,1,0,4.382954545454545,1.0,192.85
13569.0,16,2,373.75,0,350,4.397058823529412,0.005698005698005698,1.0648148148148149
13570.0,242,1,239.49,1,0,8.870000000000001,1.0,239.49
13571.0,12,12,2092.32,0,240,6.1358357771261005,0.04979253112033195,8.68182572614108
13572.0,205,1,1384.25,1,0,41.946969696969695,1.0,1384.25
13573.0,49,2,294.4,0,202,11.323076923076922,0.009852216748768473,1.4502463054187191
13575.0,22,5,732.0699999999999,0,152,15.914565217391303,0.032679738562091505,4.7847712418300645
13576.0,9,18,6717.34,0,362,53.312222222222225,0.049586776859504134,18.505068870523417
13577.0,24,4,1687.6,0,216,20.33253012048193,0.018433179723502304,7.776958525345622
13579.0,14,2,467.04,0,354,20.30608695652174,0.005633802816901409,1.315605633802817
13581.0,308,1,118.0,1,0,11.8,1.0,118.0
13583.0,155,1,781.03,1,0,14.736415094339621,1.0,781.03
13584.0,306,1,142.4,1,0,5.933333333333334,1.0,142.4
13587.0,63,1,712.4,0,0,89.05,1.0,712.4
13588.0,15,9,2478.95,0,239,14.246839080459768,0.0375,10.328958333333333
13589.0,14,2,379.65,0,164,18.07857142857143,0.012121212121212121,2.300909090909091
13590.0,10,6,1981.92,0,291,22.780689655172413,0.02054794520547945,6.7873972602739725
13591.0,64,3,1117.13,0,202,19.26086206896552,0.014778325123152709,5.503103448275863
13592.0,35,4,247.96,0,228,15.497499999999999,0.017467248908296942,1.0827947598253276
13593.0,107,5,2037.08,1,227,15.914687500000001,0.021929824561403508,8.934561403508772
13594.0,52,1,396.97,0,0,15.268076923076924,1.0,396.97
13596.0,5,2,697.04,0,7,4.199036144578313,0.25,87.13
13598.0,46,1,180.17,0,0,4.504250000000001,1.0,180.17
13599.0,0,21,5153.67,0,365,20.86506072874494,0.05737704918032787,14.081065573770491
13600.0,311,1,219.52,1,0,11.553684210526317,1.0,219.52
13601.0,44,2,693.32,0,166,7.003232323232324,0.011976047904191617,4.1516167664670665
13602.0,64,1,428.89,0,0,18.647391304347824,1.0,428.89
13603.0,25,1,164.34,0,0,6.086666666666667,1.0,164.34
13606.0,28,3,280.54,0,282,6.524186046511629,0.01060070671378092,0.9913074204946997
13607.0,39,1,678.01,0,0,6.918469387755102,1.0,678.01
13610.0,11,7,1131.88,0,273,5.008318584070797,0.025547445255474453,4.13094890510949
13611.0,88,3,1171.8,0,270,15.835135135135134,0.01107011070110701,4.323985239852399
13614.0,23,4,1610.46,0,306,8.01223880597015,0.013029315960912053,5.245798045602606
13615.0,318,1,417.69,1,0,18.160434782608696,1.0,417.69
13617.0,39,3,544.18,0,140,12.367727272727272,0.02127659574468085,3.8594326241134747
13618.0,173,1,177.34,1,0,13.641538461538461,1.0,177.34
13621.0,116,1,213.85,1,0,11.255263157894737,1.0,213.85
13623.0,30,5,747.78,0,266,9.231851851851852,0.018726591760299626,2.8006741573033707
13626.0,252,1,257.23,1,0,13.53842105263158,1.0,257.23
13627.0,58,5,1638.47,0,298,17.80945652173913,0.016722408026755852,5.479832775919733
13629.0,22,11,7792.36,0,315,132.07389830508475,0.03481012658227848,24.659367088607596
13630.0,4,7,2031.78,0,280,28.61661971830986,0.02491103202846975,7.230533807829182
13631.0,99,11,3070.42,1,167,279.1290909090909,0.06547619047619048,18.276309523809523
13632.0,24,5,2121.27,0,218,14.529246575342466,0.0228310502283105,9.686164383561644
13634.0,32,5,1575.16,0,293,8.378510638297874,0.017006802721088437,5.357687074829932
13635.0,67,1,1071.03,0,0,17.274677419354838,1.0,1071.03
13636.0,36,5,949.12,0,248,15.065396825396826,0.020080321285140562,3.811726907630522
13637.0,51,3,810.5,0,174,8.024752475247524,0.017142857142857144,4.631428571428572
13638.0,15,1,122.64,0,0,15.33,1.0,122.64
13639.0,73,1,1033.34,0,0,25.833499999999997,1.0,1033.34
13642.0,215,1,354.8,1,0,5.375757575757576,1.0,354.8
13643.0,30,3,519.44,0,154,18.551428571428573,0.01935483870967742,3.3512258064516134
13644.0,15,4,2624.26,0,89,17.974383561643837,0.044444444444444446,29.15844444444445
13645.0,119,1,252.1,1,0,50.42,1.0,252.1
13647.0,9,4,1678.12,0,225,21.2420253164557,0.017699115044247787,7.425309734513274
13649.0,256,2,346.6,1,109,15.069565217391306,0.01818181818181818,3.1509090909090913
13650.0,16,6,1836.34,0,250,19.128541666666667,0.02390438247011952,7.31609561752988
13651.0,34,2,94.2,0,4,15.700000000000001,0.4,18.84
13652.0,45,3,1095.08,0,322,17.38222222222222,0.009287925696594427,3.3903405572755414
13654.0,42,6,2707.33,0,230,16.30921686746988,0.025974025974025976,11.72004329004329
13655.0,113,2,932.97,1,127,16.66017857142857,0.015625,7.288828125
13656.0,164,2,379.65,1,172,7.747959183673469,0.011560693641618497,2.1945086705202312
13657.0,10,2,382.14,0,190,23.88375,0.010471204188481676,2.000732984293194
13658.0,9,5,2639.17,0,194,24.43675925925926,0.02564102564102564,13.534205128205128
13659.0,205,2,1573.2,1,115,15.126923076923077,0.017241379310344827,13.562068965517241
13662.0,85,3,897.76,0,173,16.938867924528303,0.017241379310344827,5.1595402298850574
13663.0,178,1,189.47,1,0,14.574615384615385,1.0,189.47
13666.0,59,3,84.65,0,227,7.054166666666667,0.013157894736842105,0.3712719298245614
13667.0,148,1,305.02,1,0,3.505977011494253,1.0,305.02
13668.0,2,21,6363.59,0,359,13.539553191489363,0.058333333333333334,17.67663888888889
13669.0,50,2,218.55,0,98,24.283333333333335,0.020202020202020204,2.2075757575757575
13670.0,74,1,349.7,0,0,13.988,1.0,349.7
13672.0,300,2,186.39,1,30,31.065,0.06451612903225806,6.0125806451612895
13673.0,18,2,396.92,0,13,6.106461538461539,0.14285714285714285,28.351428571428574
13675.0,150,2,486.8200000000001,1,133,19.472800000000003,0.014925373134328358,3.6329850746268666
13678.0,151,1,232.6,1,0,14.5375,1.0,232.6
13680.0,0,4,3722.42,0,337,19.089333333333332,0.011834319526627219,11.013076923076923
13681.0,17,4,827.83,0,137,14.523333333333333,0.028985507246376812,5.998768115942029
13682.0,186,1,59.5,1,0,19.833333333333332,1.0,59.5
13684.0,285,1,67.23,1,0,2.241,1.0,67.23
13685.0,2,7,3119.44,0,57,79.98564102564103,0.1206896551724138,53.78344827586207
13686.0,182,1,72.0,1,0,9.0,1.0,72.0
13689.0,62,1,910.0,0,0,151.66666666666666,1.0,910.0
13690.0,58,1,172.25,0,0,19.13888888888889,1.0,172.25
13692.0,24,3,1488.32,0,211,28.081509433962264,0.014150943396226415,7.020377358490566
13694.0,3,50,65039.62,0,369,114.50637323943663,0.13513513513513514,175.78275675675675
13695.0,30,15,2504.13,0,228,27.823666666666668,0.06550218340611354,10.935065502183406
13697.0,38,1,151.29999999999998,0,0,12.608333333333333,1.0,151.29999999999998
13699.0,154,1,308.58000000000004,1,0,22.041428571428575,1.0,308.58000000000004
13700.0,25,10,2265.12,0,300,11.498071065989848,0.03322259136212625,7.52531561461794
13703.0,317,1,99.5,1,0,99.5,1.0,99.5
13704.0,4,9,2308.06,0,83,17.224328358208954,0.10714285714285714,27.476904761904763
13705.0,7,3,711.86,0,366,25.423571428571428,0.008174386920980926,1.9396730245231608
13706.0,302,1,330.79,1,0,16.5395,1.0,330.79
13707.0,266,2,806.41,1,48,16.800208333333334,0.04081632653061224,16.45734693877551
13708.0,270,1,296.88,1,0,5.821176470588235,1.0,296.88
13709.0,3,13,6328.05,0,311,18.833482142857143,0.041666666666666664,20.28221153846154
13710.0,31,1,180.48,0,0,22.56,1.0,180.48
13711.0,218,2,252.06,1,0,19.38923076923077,2.0,252.06
13712.0,246,1,228.84,1,0,22.884,1.0,228.84
13715.0,280,5,1079.34,1,91,10.279428571428571,0.05434782608695652,11.73195652173913
13716.0,268,1,138.28,1,0,6.584761904761905,1.0,138.28
13717.0,31,6,1445.01,0,266,14.166764705882352,0.02247191011235955,5.412022471910112
13718.0,245,2,306.55,1,49,25.545833333333334,0.04,6.131
13719.0,14,5,1041.68,0,219,17.361333333333334,0.022727272727272728,4.734909090909091
13720.0,116,4,799.9,1,138,18.60232558139535,0.02877697841726619,5.754676258992806
13721.0,35,1,524.14,0,0,18.719285714285714,1.0,524.14
13722.0,131,3,2375.41,1,151,27.945999999999998,0.019736842105263157,15.627697368421051
13723.0,216,1,199.85,1,0,33.30833333333334,1.0,199.85
13725.0,49,8,1980.56,0,258,19.043846153846154,0.03088803088803089,7.646949806949807
13726.0,38,2,1079.66,0,61,25.70619047619048,0.03225806451612903,17.413870967741936
13727.0,28,2,333.48,0,4,16.674,0.4,66.696
13728.0,36,6,1016.14,0,273,16.12920634920635,0.021897810218978103,3.7085401459854013
13730.0,135,2,752.6,1,25,17.50232558139535,0.07692307692307693,28.946153846153848
13731.0,218,2,610.59,1,27,16.068157894736842,0.07142857142857142,21.806785714285716
13732.0,27,1,491.86,0,0,14.904848484848486,1.0,491.86
13735.0,24,4,2885.24,0,209,14.72061224489796,0.01904761904761905,13.739238095238095
13736.0,4,2,731.9,0,255,3.831937172774869,0.0078125,2.858984375
13737.0,199,1,339.59999999999997,1,0,11.319999999999999,1.0,339.59999999999997
13739.0,17,1,216.9,0,0,72.3,1.0,216.9
13740.0,240,1,350.75,1,0,15.25,1.0,350.75
13741.0,71,3,668.4300000000001,0,145,19.65970588235294,0.02054794520547945,4.578287671232877
13742.0,16,12,3131.02,0,303,9.753956386292835,0.039473684210526314,10.299407894736841
13743.0,2,7,1341.6,0,256,32.72195121951219,0.027237354085603113,5.220233463035019
13744.0,94,2,1156.36,1,197,16.060555555555553,0.010101010101010102,5.840202020202019
13745.0,161,1,300.04,1,0,12.001600000000002,1.0,300.04
13747.0,373,1,79.6,1,0,79.6,1.0,79.6
13748.0,95,5,948.25,1,278,33.86607142857143,0.017921146953405017,3.3987455197132617
13750.0,53,5,1647.26,0,283,68.63583333333334,0.017605633802816902,5.800211267605634
13751.0,287,1,296.25,1,0,32.916666666666664,1.0,296.25
13752.0,123,6,1186.28,1,122,15.608947368421052,0.04878048780487805,9.644552845528455
13753.0,287,1,741.26,1,0,21.178857142857144,1.0,741.26
13754.0,151,2,282.6,1,165,23.55,0.012048192771084338,1.702409638554217
13755.0,3,9,2161.35,0,59,6.319736842105263,0.15,36.0225
13756.0,1,14,5189.52,0,365,36.54591549295775,0.03825136612021858,14.179016393442625
13758.0,11,7,3190.55,0,361,27.26965811965812,0.019337016574585635,8.813674033149171
13759.0,32,2,659.4100000000001,0,37,26.376400000000004,0.05263157894736842,17.352894736842106
13760.0,53,2,286.79,0,202,5.03140350877193,0.009852216748768473,1.4127586206896552
13761.0,49,2,1070.65,0,129,15.295000000000002,0.015384615384615385,8.23576923076923
13762.0,218,1,306.72,1,0,43.81714285714286,1.0,306.72
13763.0,62,1,1714.96,0,0,114.33066666666667,1.0,1714.96
13764.0,70,3,1521.76,0,266,7.3161538461538465,0.011235955056179775,5.699475655430712
13767.0,1,37,17220.36,0,371,46.79445652173913,0.09946236559139784,46.29129032258065
13769.0,1,10,2796.51,0,365,20.71488888888889,0.0273224043715847,7.640737704918033
13771.0,63,4,2634.45,0,182,22.138235294117646,0.02185792349726776,14.395901639344261
13772.0,33,3,1132.13,0,205,6.396214689265538,0.014563106796116505,5.495776699029126
13774.0,81,1,345.0,0,0,15.681818181818182,1.0,345.0
13777.0,0,33,25977.16,0,372,131.86375634517768,0.08847184986595175,69.64386058981233
13778.0,102,1,178.7,1,0,19.855555555555554,1.0,178.7
13780.0,6,2,360.01,0,163,6.315964912280702,0.012195121951219513,2.1951829268292684
13781.0,250,1,127.84,1,0,7.5200000000000005,1.0,127.84
13782.0,12,6,912.0,0,315,7.930434782608696,0.0189873417721519,2.8860759493670884
13784.0,9,11,2462.79,0,322,79.44483870967741,0.034055727554179564,7.624736842105263
13786.0,366,1,230.4,1,0,32.91428571428572,1.0,230.4
13787.0,75,2,309.04,0,288,9.969032258064518,0.006920415224913495,1.0693425605536333
13790.0,3,1,348.79999999999995,0,0,7.75111111111111,1.0,348.79999999999995
13791.0,127,2,1516.0,1,40,137.8181818181818,0.04878048780487805,36.97560975609756
13792.0,65,2,195.55,0,221,15.042307692307693,0.009009009009009009,0.8808558558558559
13798.0,0,57,37153.85,0,370,106.4580229226361,0.15363881401617252,100.14514824797843
13799.0,116,2,688.86,1,177,17.663076923076922,0.011235955056179775,3.87
13800.0,309,1,558.32,1,0,16.91878787878788,1.0,558.32
13801.0,66,1,324.8,0,0,14.121739130434783,1.0,324.8
13802.0,138,3,4599.42,1,172,76.657,0.017341040462427744,26.586242774566475
13803.0,254,1,277.07,1,0,16.298235294117646,1.0,277.07
13804.0,30,7,2635.79,0,259,19.23934306569343,0.026923076923076925,10.137653846153846
13805.0,51,2,924.6,0,76,71.12307692307692,0.025974025974025976,12.007792207792209
13806.0,63,1,256.38,0,0,25.637999999999998,1.0,256.38
13807.0,366,1,112.6,1,0,16.085714285714285,1.0,112.6
13808.0,5,5,1747.66,0,91,22.995526315789476,0.05434782608695652,18.996304347826086
13809.0,304,1,155.05,1,0,12.920833333333334,1.0,155.05
13810.0,28,3,1499.01,0,27,42.828857142857146,0.10714285714285714,53.536071428571425
13811.0,183,3,814.5,1,55,62.65384615384615,0.05357142857142857,14.544642857142858
13812.0,41,3,539.0,0,63,14.972222222222221,0.046875,8.421875
13813.0,39,4,1366.86,0,95,19.809565217391306,0.041666666666666664,14.238124999999998
13814.0,91,2,1579.12,1,44,27.703859649122805,0.044444444444444446,35.09155555555555
13815.0,21,4,4027.36,0,296,22.882727272727273,0.013468013468013467,13.56013468013468
13816.0,23,2,571.67,0,40,20.416785714285712,0.04878048780487805,13.943170731707315
13817.0,28,2,382.98,0,322,15.957500000000001,0.006191950464396285,1.1856965944272446
13819.0,301,3,1140.35,1,18,31.676388888888887,0.15789473684210525,60.018421052631574
13821.0,144,2,385.64,1,116,6.536271186440678,0.017094017094017096,3.296068376068376
13822.0,5,2,632.0,0,34,6.583333333333333,0.05714285714285714,18.057142857142857
13823.0,18,2,957.66,0,72,23.941499999999998,0.0273972602739726,13.118630136986301
13824.0,32,5,1698.94,0,277,36.93347826086956,0.017985611510791366,6.111294964028777
13826.0,175,1,189.5,1,0,18.95,1.0,189.5
13827.0,57,3,412.05,0,85,4.430645161290323,0.03488372093023256,4.791279069767442
13828.0,21,1,209.49,0,0,13.966000000000001,1.0,209.49
13831.0,15,6,2202.99,0,353,29.77013513513513,0.01694915254237288,6.223135593220339
13832.0,18,1,52.2,0,0,17.4,1.0,52.2
13833.0,158,1,384.8,1,0,13.26896551724138,1.0,384.8
13835.0,24,4,834.57,0,190,15.174000000000001,0.020942408376963352,4.369476439790576
13837.0,211,2,271.24,1,105,14.275789473684211,0.018867924528301886,2.558867924528302
13838.0,5,4,691.73,0,364,3.975459770114943,0.010958904109589041,1.895150684931507
13841.0,252,1,85.0,1,0,85.0,1.0,85.0
13842.0,58,9,3385.62,0,308,16.43504854368932,0.02912621359223301,10.956699029126213
13844.0,10,1,361.62,0,0,18.081,1.0,361.62
13845.0,64,1,312.98,0,0,34.775555555555556,1.0,312.98
13846.0,24,3,865.0600000000001,0,335,15.728363636363637,0.008928571428571428,2.5745833333333334
13848.0,91,3,1255.0,1,273,251.0,0.010948905109489052,4.58029197080292
13849.0,51,2,1537.95,0,119,15.227227722772279,0.016666666666666666,12.81625
13850.0,128,1,1595.48,1,0,17.155698924731183,1.0,1595.48
13851.0,95,3,2651.46,1,192,32.73407407407407,0.015544041450777202,13.738134715025907
13853.0,56,1,1090.14,0,0,47.39739130434782,1.0,1090.14
13854.0,8,25,8109.52,0,356,73.72290909090908,0.0700280112044818,22.71574229691877
13856.0,168,3,388.5,1,34,27.75,0.08571428571428572,11.1
13858.0,56,1,216.17,0,0,19.651818181818182,1.0,216.17
13859.0,325,1,201.16,1,0,7.184285714285714,1.0,201.16
13860.0,0,5,1245.9,0,85,16.39342105263158,0.05813953488372093,14.487209302325583
13862.0,17,8,2209.36,0,314,15.894676258992806,0.025396825396825397,7.01384126984127
13863.0,247,1,305.78,1,0,15.288999999999998,1.0,305.78
13865.0,57,4,501.56,0,231,16.718666666666667,0.017241379310344827,2.161896551724138
13866.0,73,1,145.67,0,0,20.81,1.0,145.67
13867.0,30,3,1015.29,0,186,16.644098360655736,0.016042780748663103,5.429358288770053
13868.0,6,2,3192.54,0,31,96.74363636363637,0.0625,99.766875
13869.0,122,4,3104.9500000000003,1,233,10.11384364820847,0.017094017094017096,13.269017094017094
13870.0,1,8,2770.94,0,285,24.095130434782607,0.027972027972027972,9.6886013986014
13871.0,22,13,6403.25,0,286,19.057291666666668,0.04529616724738676,22.3109756097561
13873.0,119,3,389.6,1,190,16.93913043478261,0.015706806282722512,2.0397905759162307
13874.0,357,1,540.45,1,0,30.025000000000002,1.0,540.45
13875.0,53,5,1786.79,0,247,17.180673076923078,0.020161290322580645,7.2047983870967744
13876.0,63,1,122.7,0,0,17.52857142857143,1.0,122.7
13877.0,85,1,117.24,0,0,39.08,1.0,117.24
13878.0,54,1,1281.53,0,0,35.598055555555554,1.0,1281.53
13880.0,20,13,3219.77,0,345,19.513757575757577,0.03757225433526012,9.305693641618497
13881.0,3,20,17159.52,0,308,96.40179775280899,0.06472491909385113,55.53242718446602
13882.0,2,5,1191.13,0,61,18.325076923076924,0.08064516129032258,19.21177419354839
13883.0,10,5,2674.48,0,242,18.834366197183098,0.0205761316872428,11.006090534979425
13884.0,6,5,787.6,0,276,13.349152542372881,0.018050541516245487,2.843321299638989
13885.0,188,2,506.8,1,11,18.1,0.16666666666666666,42.233333333333334
13886.0,70,1,243.56,0,0,15.2225,1.0,243.56
13887.0,203,1,349.55,1,0,18.397368421052633,1.0,349.55
13888.0,119,2,605.63,1,98,15.14075,0.020202020202020204,6.1174747474747475
13889.0,92,1,416.9,1,0,27.793333333333337,1.0,416.9
13890.0,0,10,1883.81,0,357,17.125545454545453,0.027932960893854747,5.262039106145251
13892.0,26,4,632.97,0,219,23.443333333333335,0.01818181818181818,2.877136363636364
13893.0,297,1,821.1,1,0,39.1,1.0,821.1
13894.0,23,3,564.62,0,286,20.911851851851853,0.010452961672473868,1.9673170731707317
13895.0,27,4,2593.07,0,136,21.975169491525424,0.029197080291970802,18.927518248175183
13897.0,49,1,311.16,0,0,18.303529411764707,1.0,311.16
13898.0,325,1,155.93,1,0,12.994166666666667,1.0,155.93
13899.0,15,2,388.52,0,258,20.448421052631577,0.007722007722007722,1.50007722007722
13900.0,182,3,740.95,1,79,17.23139534883721,0.0375,9.261875
13901.0,71,5,2867.2,0,246,19.242953020134227,0.020242914979757085,11.608097165991902
13904.0,36,2,332.64,0,257,12.793846153846154,0.007751937984496124,1.2893023255813953
13908.0,79,4,2369.55,0,196,19.42254098360656,0.02030456852791878,12.028172588832488
13911.0,56,9,2580.91,0,251,17.43858108108108,0.03571428571428571,10.241706349206348
13914.0,11,2,626.45,0,24,18.983333333333334,0.08,25.058000000000003
13917.0,49,2,272.04,0,141,15.113333333333335,0.014084507042253521,1.915774647887324
13918.0,49,2,1212.84,0,203,40.428000000000004,0.00980392156862745,5.945294117647059
13919.0,58,2,384.81,0,62,13.743214285714286,0.031746031746031744,6.108095238095238
13922.0,351,1,172.25,1,0,24.607142857142858,1.0,172.25
13923.0,53,1,351.13,0,0,17.5565,1.0,351.13
